,airline_sentiment,negativereason,airline,text
5044,0,Cancelled Flight,Southwest, I start a new job tomorrow amp you Cancelled Flight my flight  BWILAX and you really cant get me on another flight today 
5045,0,Customer Service Issue,Southwest, no HUMAN contact for  mths from  cust relations or refund dept If ever a problem do u have humans I can talk to
5046,1,,Southwest, CEO using Vegas band to help connect to people   aviation business marketing consumermarketing
5047,1,,Southwest, i forgot to put my tsa pre number in before I checked in It is now in my profile but will it be on my boarding pass in the am
5048,1,,Southwest, you have open seats on flight  pvd to MCO  pm today
5049,0,Cancelled Flight,Southwest, you cxed almost the entire east coast flights All other planes are taking off any traveling fine I need to get to Nev ASAP
5050,0,Customer Service Issue,Southwest,  hours on hold for customer service never us SW again
5051,2,,Southwest, FINALLY  A Passbook option for the SWA App Thank you
5052,1,,Southwest, my sisterampbrother in law need to get to Florida desperately flying w  is there anything you can do
5053,2,,Southwest, Ive DMd you Thanks
5054,2,,Southwest, Great flight yesterday from MSY to AUS Thank you for such great safetyservice and beautiful skies 
5055,1,,Southwest, I was under the impression when there is an  hour delay in your flight because of equipment failure compensation is offered
5056,1,,Southwest, Can you give me info on Flt  out of BDL I see its Cancelled Flightled
5057,0,Cancelled Flight,Southwest, stuck in NYC flights Cancelled Flightled  days in a row Long wait times on phones Running out of  but SWA no help
5058,0,Cancelled Flight,Southwest, do you ever reinstate Cancelled Flighted flights
5059,2,,Southwest, great example of customer service this morning at MSY headed to ATL Alison and Bobbi were fantastic Gate B Thank you
5060,0,Can't Tell,Southwest, Im running out of money to keep paying for hotel rooms amp food in NYC You dont help people with  spent
5061,0,Cancelled Flight,Southwest, flight Cancelled Flightledtried to get refund but on hold Can I get it after my flight would have departed
5062,2,,Southwest, Offers Atlanta Unprecedented Perk  
5063,0,Customer Service Issue,Southwest, want to pick up a customer from  sign me up 
5064,0,Cancelled Flight,Southwest,  Cancelled Flighted Sunday AM flight to Dallasnext flight out is Tuesday afternoon Stranded BS GetMeOuttaHere SouthwestSucks
5065,1,,Southwest, what does a woman got to do to get a chance of a lifetime  DestinationDragons imaginedragons slaycancerwithdragons
5066,0,Cancelled Flight,Southwest, I use to LUV swa but after an hour and counting on hold for a flight they Cancelled Flighted on me noluv
5067,0,Lost Luggage,Southwest, Will my luggage be on that flight No Y not bc ur on that flight n it wont end up where ur goin 
5068,0,Late Flight,Southwest, you in the  hrs we were hanging out there Oh no I understand things get crazy n sometimes  hours isnt long enough
5069,2,,Southwest, Thx to customer service rep ALEX for his patient help in reFlight Booking Problems a Cancelled Flighted flight and getting us where we have to be tmrw
5070,0,Customer Service Issue,Southwest, want to explain why I was on hold for  hrs tonight trying to reach customer service only to learn theyre only there MonFr
5071,0,Cancelled Flight,Southwest, Cancelled Flightled flights and asshole phone support worstairline
5072,0,Cancelled Flight,Southwest, flight Cancelled Flightled out of BWI to PBI Cant get out until Monday What are the chances the seats open up for a flight on 
5073,0,Customer Service Issue,Southwest, been on hold for  hrs Whats up
5074,1,,Southwest, flying flight  tomorrow at  from PBI I have boarding position C Is flight overbooked Have funeral to attend
5075,0,Customer Service Issue,Southwest, we are having a real issue trying to get thru to you  On hold for  hours amp got disconnected  Please help
5076,0,Customer Service Issue,Southwest, now on hold for  hours waiting to speak to someone about my Cancelled Flightled flight from Philly to ORL
5077,1,,Southwest, better travel photosMy Kindle ebook Easy Tips guide  
5078,0,Cancelled Flight,Southwest, what happend Why did flight  get Cancelled Flighted for I was on hold for over an hour and no help
5079,0,Late Flight,Southwest, thats gotta be a new record  hrs in the air  hrs waiting and  bags delivered to destination
5080,2,,Southwest, Thank you for your help Adam and to the awesome gate agents at B in LAS for getting us home
5081,0,Late Flight,Southwest, yall have me sleeping in the airport until pm tomorrow thanks
5082,0,Customer Service Issue,Southwest, Ive been on hold for  hours to reschedule my Cancelled Flightled flight for the morning What gives I need help NOW
5083,0,Can't Tell,Southwest, fail  southwest changes my flight to a different time and city and blames it on me They wont correct it furious
5084,2,,Southwest, Southwest Airline is THE way to go
5085,0,Customer Service Issue,Southwest, been holding for  hour and  minutes To rebook Cancelled FlightlationYou guys need more help
5086,0,Cancelled Flight,Southwest, Flight Cancelled Flighted two hours on hold Then it just hangs up A little help here thx
5087,0,Customer Service Issue,Southwest, I was on hold for over  hours and my call got disconnected Thanks a lot
5088,0,Customer Service Issue,Southwest, everything OK This is my rd call for the day and this time Ive been on hold for  hrs Ill hang up and try again
5089,0,Customer Service Issue,Southwest, Your hold music needs  be fixedcertain tracks have loud phone button mashing tones in themEstimated wait time would help 
5090,0,Cancelled Flight,Southwest, Was on hold for  hours before you disconnected me after my flight was Cancelled Flightled Swell company you
5091,0,Damaged Luggage,Southwest, weather delays arent your fault today but getting to hotel with two soaked suitcases and no dry clothes stinks frustrated
5092,2,,Southwest, thanks for getting me home from Denver tonight despite the snow
5093,0,Cancelled Flight,Southwest, u texted that my flight from Denver to SD tmrw is Cancelled Flightled Been on hold for an hour trying to get help Any other flights
5094,0,Customer Service Issue,Southwest,  wow  minutes on hold so far Now phone is dying
5095,1,,Southwest, are you hiring for flight attendants right now
5096,2,,Southwest, never lets me down
5097,0,Customer Service Issue,Southwest, on hold now for  Hour  mins Whats the holdup
5098,0,Cancelled Flight,Southwest, been waiting for  minutes on hold because yall Cancelled Flightled my return flight Answer the phone
5099,2,,Southwest, DeLacy P is a compassionate professional Despite the flight challenges she made passengers feel like priorities
5100,2,,Southwest, The pilotsamp crew on flt  and customer service professionals at baggage claim are OUTSTANDING Thank you
5101,0,Lost Luggage,Southwest, How to find out if my parents luggage really went to FLL on a Cancelled Flighted SW flight  Called IFlySWA long long waits
5102,0,Customer Service Issue,Southwest, been on hold for an hour I need to rebook my flight that was Cancelled Flighted help
5103,1,,Southwest, can you speed up your flight from AZ to Omaha I need to see muh boy 
5104,0,Cancelled Flight,Southwest, flight Cancelled Flightled stuck for  days Paid for A boarding Refused to honor it with rescheduled flight
5105,0,Cancelled Flight,Southwest,  Flight today from PHL to DAL Cancelled Flightled  min on hold rebooked for tomorrow Now that flight is Cancelled Flightled  On hold again
5106,0,Customer Service Issue,Southwest, been on hold over an hr to rebook a Cancelled Flighted flight Do you have anyone working
5107,2,,Southwest, Thanks for helping out Class act all the way see you in the air
5108,0,Cancelled Flight,Southwest, flight to BOS Cancelled Flightled no flights till TUESDAY spent  to get a flight through another airline   for hotel Refund
5109,0,Cancelled Flight,Southwest, Flight was Cancelled Flighted Ive been on hold for  minutes with no human interaction I wanna get away
5110,0,Customer Service Issue,Southwest, On hold with airline  min and counting Service is terrible
5111,0,Customer Service Issue,Southwest, On hold for  minutes trying to rebook a Cancelled Flightled flight with a companion ticket Help
5112,0,Late Flight,Southwest, why am I still in Baltimore  is doing laps around us and laughing about it  ridiculous
5113,1,,Southwest, Im ready for MayweatherPacquiao in Vegas May nd 
5114,0,Cancelled Flight,Southwest, you have the worst service you Cancelled Flightled all your flights FLL to PHL all  flights flew Stuck in FL  days done
5115,0,Cancelled Flight,Southwest, my flight was Cancelled Flighted for tomorrow and hold times are long can I Cancelled Flight a leg with you
5116,0,Customer Service Issue,Southwest, your phone lines suck I have a dilemma
5117,0,Lost Luggage,Southwest, a week after Valentines daynot feeling the LUV Going on  hrs  and dont my bags arent even coming w me
5118,0,Lost Luggage,Southwest, i sure hope you are able to get my bag to Memphis for tomorrowwould be nice to have some clean clothes for work
5119,0,Late Flight,Southwest, You rerouted my bfs flight and hes diabetic with little insulin even though we tried to change it the agent wouldnt do it
